datetime,symbol,open,high,low,close,volume,rsi,ema,macd,signal,sma,adx,bb_upper,bb_middle,bb_lower,obv,avgprice,symbol,open,high,low,close,volume,rsi,ema,macd,signal,sma,adx,bb_upper,bb_middle,bb_lower,obv,avgprice,symbol,open,high,low,close,volume,rsi,ema,macd,signal,sma,adx,bb_upper,bb_middle,bb_lower,obv,avgprice,symbol,open,high,low,close,volume,rsi,ema,macd,signal,sma,adx,bb_upper,bb_middle,bb_lower,obv,avgprice,symbol,open,high,low,close,volume,rsi,ema,macd,signal,sma,adx,bb_upper,bb_middle,bb_lower,obv,avgprice,symbol,open,high,low,close,volume,rsi,ema,macd,signal,sma,adx,bb_upper,bb_middle,bb_lower,obv,avgprice,symbol,open,high,low,close,volume,rsi,ema,macd,signal,sma,adx,bb_upper,bb_middle,bb_lower,obv,avgprice
2023-02-23 11:20:00,NSE:ONGC,154.65,154.75,154.6,154.7,72891.0,,,,,,,,,,72891.0,154.675,NSE:DIVISLAB,2902.2,2907.45,2902.0,2902.3,3375.0,,,,,,,,,,3375.0,2903.4875,NSE:APOLLOHOSP,4508.8,4513.05,4507.0,4510.7,9984.0,,,,,,,,,,9984.0,4509.8875,NSE:COALINDIA,215.35,215.45,214.9,215.05,118733.0,,,,,,,,,,118733.0,215.18750000000003,NSE:DRREDDY,4479.0,4479.9,4476.0,4476.1,1614.0,,,,,,,,,,1614.0,4477.75,NSE:RELIANCE,2393.25,2393.55,2390.2,2391.05,22331.0,,,,,,,,,,22331.0,2392.0125,NSE:NTPC,171.35,171.35,171.2,171.25,57658.0,,,,,,,,,,57658.0,171.2875
2023-02-23 11:25:00,NSE:ONGC,154.65,154.7,154.55,154.65,347285.0,,,,,,,,,,-274394.0,154.6375,NSE:DIVISLAB,2903.0,2904.45,2900.9,2904.0,5225.0,,,,,,,,,,8600.0,2903.0875,NSE:APOLLOHOSP,4510.0,4518.3,4507.3,4515.3,11972.0,,,,,,,,,,21956.0,4512.725,NSE:COALINDIA,215.05,215.05,214.7,214.8,67563.0,,,,,,,,,,51170.0,214.89999999999998,NSE:DRREDDY,4476.95,4487.1,4476.95,4485.25,3256.0,,,,,,,,,,4870.0,4481.5625,NSE:RELIANCE,2391.05,2393.5,2388.3,2392.2,46287.0,,,,,,,,,,68618.0,2391.2625,NSE:NTPC,171.2,171.45,171.2,171.4,122720.0,,,,,,,,,,180378.0,171.3125
2023-02-23 11:30:00,NSE:ONGC,154.65,154.65,154.55,154.6,144625.0,,,,,,,,,,-419019.0,154.6125,NSE:DIVISLAB,2903.05,2904.25,2900.9,2901.25,1884.0,,,,,,,,,,6716.0,2902.3625,NSE:APOLLOHOSP,4512.05,4516.05,4505.0,4505.0,8097.0,,,,,,,,,,13859.0,4509.525,NSE:COALINDIA,214.8,214.95,214.8,214.95,29924.0,,,,,,,,,,81094.0,214.875,NSE:DRREDDY,4485.25,4486.7,4483.5,4483.5,1427.0,,,,,,,,,,3443.0,4484.7375,NSE:RELIANCE,2392.5,2393.7,2392.0,2392.75,24485.0,,,,,,,,,,93103.0,2392.7375,NSE:NTPC,171.5,171.65,171.4,171.5,113497.0,,,,,,,,,,293875.0,171.5125
2023-02-23 11:35:00,NSE:ONGC,154.6,154.6,154.5,154.6,149458.0,,,,,,,,,,-419019.0,154.57500000000002,NSE:DIVISLAB,2900.2,2901.35,2899.75,2900.05,3263.0,,,,,,,,,,3453.0,2900.3375000000005,NSE:APOLLOHOSP,4505.0,4506.0,4496.95,4502.3,5026.0,,,,,,,,,,8833.0,4502.5625,NSE:COALINDIA,214.95,215.05,214.8,215.0,34116.0,,,,,,,,,,115210.0,214.95,NSE:DRREDDY,4483.5,4484.35,4480.0,4480.0,1219.0,,,,,,,,,,2224.0,4481.9625,NSE:RELIANCE,2393.15,2394.45,2392.0,2393.15,24945.0,,,,,,,,,,118048.0,2393.1875,NSE:NTPC,171.55,171.65,171.25,171.45,169540.0,,,,,,,,,,124335.0,171.47499999999997
2023-02-23 11:40:00,NSE:ONGC,154.55,154.6,154.5,154.55,121321.0,,,,,,,,,,-540340.0,154.55,NSE:DIVISLAB,2900.1,2904.3,2900.0,2900.55,3295.0,,,,,,,,,,6748.0,2901.2375,NSE:APOLLOHOSP,4503.0,4510.0,4500.0,4510.0,4523.0,,,,,,,,,,13356.0,4505.75,NSE:COALINDIA,215.0,215.15,214.85,215.05,40373.0,,,,,,,,,,155583.0,215.0125,NSE:DRREDDY,4480.0,4481.05,4476.1,4478.5,1316.0,,,,,,,,,,908.0,4478.9125,NSE:RELIANCE,2393.15,2394.75,2391.8,2394.6,25709.0,,,,,,,,,,143757.0,2393.575,NSE:NTPC,171.4,171.55,171.3,171.55,90006.0,,,,,,,,,,214341.0,171.45000000000002
2023-02-23 11:45:00,NSE:ONGC,154.55,154.55,154.45,154.55,204007.0,,,,,,,,,,-540340.0,154.525,NSE:DIVISLAB,2900.9,2903.45,2900.0,2901.05,3483.0,,,,,,,,,,10231.0,2901.35,NSE:APOLLOHOSP,4510.0,4510.0,4484.45,4494.9,6938.0,,,,,,,,,,6418.0,4499.8375,NSE:COALINDIA,215.05,215.25,215.0,215.25,42526.0,,,,,,,,,,198109.0,215.1375,NSE:DRREDDY,4478.5,4480.0,4476.1,4478.65,1603.0,,,,,,,,,,2511.0,4478.3125,NSE:RELIANCE,2394.6,2394.6,2392.0,2392.0,25869.0,,,,,,,,,,117888.0,2393.3,NSE:NTPC,171.55,171.55,171.3,171.45,57273.0,,,,,,,,,,157068.0,171.46249999999998
2023-02-23 11:50:00,NSE:ONGC,154.55,154.6,154.5,154.6,63081.0,,,,,,,,,,-477259.0,154.5625,NSE:DIVISLAB,2901.2,2902.15,2899.75,2899.75,5962.0,,,,,,,,,,4269.0,2900.7124999999996,NSE:APOLLOHOSP,4495.0,4502.0,4477.55,4480.0,6829.0,,,,,,,,,,-411.0,4488.6375,NSE:COALINDIA,215.25,215.6,215.15,215.5,54991.0,,,,,,,,,,253100.0,215.375,NSE:DRREDDY,4478.4,4478.4,4471.4,4473.15,2844.0,,,,,,,,,,-333.0,4475.3375,NSE:RELIANCE,2392.25,2392.5,2390.3,2390.45,16438.0,,,,,,,,,,101450.0,2391.375,NSE:NTPC,171.4,171.55,171.3,171.55,90093.0,,,,,,,,,,247161.0,171.45000000000002
2023-02-23 11:55:00,NSE:ONGC,154.55,154.6,154.45,154.5,143692.0,,,,,,,,,,-620951.0,154.52499999999998,NSE:DIVISLAB,2900.0,2904.75,2899.75,2904.4,3249.0,,,,,,,,,,7518.0,2902.225,NSE:APOLLOHOSP,4480.0,4490.0,4478.0,4486.2,2761.0,,,,,,,,,,2350.0,4483.55,NSE:COALINDIA,215.5,215.75,215.45,215.7,69820.0,,,,,,,,,,322920.0,215.6,NSE:DRREDDY,4472.4,4474.8,4471.0,4473.8,1148.0,,,,,,,,,,815.0,4473.0,NSE:RELIANCE,2390.05,2391.0,2387.4,2390.9,29667.0,,,,,,,,,,131117.0,2389.8374999999996,NSE:NTPC,171.5,171.55,171.25,171.25,96351.0,,,,,,,,,,150810.0,171.3875
2023-02-23 12:00:00,NSE:ONGC,154.5,154.5,154.4,154.45,111620.0,,,,,,,,,,-732571.0,154.46249999999998,NSE:DIVISLAB,2903.2,2905.35,2903.0,2904.7,2273.0,,,,,,,,,,9791.0,2904.0625,NSE:APOLLOHOSP,4486.2,4489.0,4481.1,4487.55,2012.0,,,,,,,,,,4362.0,4485.962500000001,NSE:COALINDIA,215.7,215.7,215.45,215.65,53687.0,,,,,,,,,,269233.0,215.625,NSE:DRREDDY,4474.0,4474.2,4471.0,4471.55,1195.0,,,,,,,,,,-380.0,4472.6875,NSE:RELIANCE,2390.9,2391.6,2390.8,2391.1,15232.0,,,,,,,,,,146349.0,2391.1,NSE:NTPC,171.35,171.45,171.25,171.3,62911.0,,,,,,,,,,213721.0,171.3375
2023-02-23 12:05:00,NSE:ONGC,154.5,154.55,154.45,154.55,214651.0,,,,,,,,,,-517920.0,154.5125,NSE:DIVISLAB,2903.9,2905.0,2900.25,2900.25,1458.0,,,,,,,,,,8333.0,2902.35,NSE:APOLLOHOSP,4487.55,4487.55,4464.2,4464.2,6936.0,,,,,,,,,,-2574.0,4475.875,NSE:COALINDIA,215.65,215.75,215.3,215.4,63466.0,,,,,,,,,,205767.0,215.525,NSE:DRREDDY,4471.55,4471.6,4466.0,4467.0,2560.0,,,,,,,,,,-2940.0,4469.0375,NSE:RELIANCE,2391.0,2391.2,2386.95,2387.65,42809.0,,,,,,,,,,103540.0,2389.2,NSE:NTPC,171.4,171.4,170.95,171.05,263056.0,,,,,,,,,,-49335.0,171.20000000000002
2023-02-23 12:10:00,NSE:ONGC,154.5,154.55,154.5,154.5,124700.0,,,,,,,,,,-642620.0,154.5125,NSE:DIVISLAB,2900.25,2900.7,2899.2,2900.0,5473.0,,,,,,,,,,2860.0,2900.0375,NSE:APOLLOHOSP,4467.25,4470.0,4459.0,4465.55,7781.0,,,,,,,,,,5207.0,4465.45,NSE:COALINDIA,215.3,215.5,215.3,215.5,27913.0,,,,,,,,,,233680.0,215.39999999999998,NSE:DRREDDY,4467.0,4468.65,4466.8,4468.5,932.0,,,,,,,,,,-2008.0,4467.7375,NSE:RELIANCE,2388.35,2388.35,2385.0,2386.1,29992.0,,,,,,,,,,73548.0,2386.9500000000003,NSE:NTPC,171.0,171.3,171.0,171.1,53277.0,,,,,,,,,,3942.0,171.1
2023-02-23 12:15:00,NSE:ONGC,154.55,154.6,154.5,154.55,169161.0,,,,,,,,,,-473459.0,154.55,NSE:DIVISLAB,2900.0,2901.8,2900.0,2901.15,2695.0,,,,,,,,,,5555.0,2900.7375,NSE:APOLLOHOSP,4464.85,4471.95,4464.85,4467.95,2201.0,,,,,,,,,,7408.0,4467.4,NSE:COALINDIA,215.5,215.5,215.3,215.35,42394.0,,,,,,,,,,191286.0,215.4125,NSE:DRREDDY,4468.5,4470.4,4466.0,4466.9,1457.0,,,,,,,,,,-3465.0,4467.95,NSE:RELIANCE,2386.45,2387.3,2385.0,2385.5,21292.0,,,,,,,,,,52256.0,2386.0625,NSE:NTPC,171.15,171.25,170.85,170.85,55876.0,,,,,,,,,,-51934.0,171.025
2023-02-23 12:20:00,NSE:ONGC,154.55,154.6,154.5,154.6,98595.0,,,,,,,,,,-374864.0,154.5625,NSE:DIVISLAB,2900.0,2901.4,2900.0,2900.6,3726.0,,,,,,,,,,1829.0,2900.5,NSE:APOLLOHOSP,4468.0,4469.8,4461.65,4462.65,2068.0,,,,,,,,,,5340.0,4465.525,NSE:COALINDIA,215.25,215.25,215.0,215.1,75296.0,,,,,,,,,,115990.0,215.15,NSE:DRREDDY,4466.0,4471.2,4463.65,4467.7,2809.0,,,,,,,,,,-656.0,4467.1375,NSE:RELIANCE,2385.15,2385.15,2382.05,2383.0,37913.0,,,,,,,,,,14343.0,2383.8375,NSE:NTPC,170.9,170.9,170.75,170.75,64547.0,,,,,,,,,,-116481.0,170.825
2023-02-23 12:25:00,NSE:ONGC,154.6,154.85,154.5,154.8,256448.0,,,,,,,,,,-118416.0,154.6875,NSE:DIVISLAB,2902.0,2903.0,2900.0,2900.0,4132.0,,,,,,,,,,-2303.0,2901.25,NSE:APOLLOHOSP,4463.45,4464.85,4455.35,4456.0,2821.0,,,,,,,,,,2519.0,4459.9125,NSE:COALINDIA,215.15,215.15,214.9,214.95,66648.0,,,,,,,,,,49342.0,215.0375,NSE:DRREDDY,4467.75,4470.75,4467.7,4470.5,1257.0,,,,,,,,,,601.0,4469.175,NSE:RELIANCE,2382.8,2385.6,2380.8,2383.5,29817.0,,,,,,,,,,44160.0,2383.175,NSE:NTPC,170.75,171.0,170.75,170.9,103787.0,,,,,,,,,,-12694.0,170.85
2023-02-23 12:30:00,NSE:ONGC,154.8,154.8,154.55,154.6,211104.0,45.000000000000426,,,,,,,,,-329520.0,154.6875,NSE:DIVISLAB,2900.0,2902.0,2900.0,2900.0,3479.0,44.221105527637626,,,,,,,,,-2303.0,2900.5,NSE:APOLLOHOSP,4456.15,4458.8,4450.0,4453.95,5302.0,22.703222703222895,,,,,,,,,-2783.0,4454.725,NSE:COALINDIA,214.95,215.1,214.75,214.9,73672.0,46.51162790697653,,,,,,,,,-24330.0,214.925,NSE:DRREDDY,4470.7,4470.7,4467.7,4467.7,3090.0,39.090909090908646,,,,,,,,,-2489.0,4469.2,NSE:RELIANCE,2384.1,2386.05,2381.0,2381.95,40813.0,25.40540540540442,,,,,,,,,3347.0,2383.275,NSE:NTPC,170.8,170.9,170.7,170.8,58001.0,37.83783783783867,,,,,,,,,-70695.0,170.8
2023-02-23 12:35:00,NSE:ONGC,154.6,155.05,154.55,155.05,207350.0,62.95336787564807,,,,,,,,,-122170.0,154.8125,NSE:DIVISLAB,2900.0,2900.05,2895.35,2897.2,8627.0,38.40214837193598,,,,,,,,,-10930.0,2898.1499999999996,NSE:APOLLOHOSP,4453.95,4458.0,4452.0,4457.65,3180.0,25.556782952642298,,,,,,,,,397.0,4455.4,NSE:COALINDIA,214.8,214.95,214.6,214.75,68304.0,43.261231281197624,,,,,,,,,-92634.0,214.77499999999998,NSE:DRREDDY,4467.7,4467.7,4461.2,4466.2,3505.0,37.516778523489535,,,,,,,,,-5994.0,4465.7,NSE:RELIANCE,2382.0,2383.4,2380.95,2382.15,26174.0,26.263871763255427,,,,,,,,,29521.0,2382.125,NSE:NTPC,170.8,170.8,170.4,170.5,90402.0,32.212389380531704,,,,,,,,,-161097.0,170.625
2023-02-23 12:40:00,NSE:ONGC,155.0,155.05,154.8,154.95,237120.0,58.391866913123394,,,,,,,,,-359290.0,154.95,NSE:DIVISLAB,2895.85,2898.35,2893.25,2897.45,2631.0,39.17178774510964,,,,,,,,,-8299.0,2896.225,NSE:APOLLOHOSP,4456.75,4464.0,4455.0,4459.85,2630.0,27.27591627102453,,,,,,,,,3027.0,4458.9,NSE:COALINDIA,214.75,214.75,214.5,214.65,80199.0,41.19439366240067,,,,,,,,,-172833.0,214.6625,NSE:DRREDDY,4466.1,4466.2,4461.0,4462.1,1354.0,33.541032031755016,,,,,,,,,-7348.0,4463.85,NSE:RELIANCE,2382.2,2383.1,2380.5,2381.15,23503.0,24.731310845812814,,,,,,,,,6018.0,2381.7375,NSE:NTPC,170.5,170.5,170.3,170.4,74297.0,30.580328292620727,,,,,,,,,-235394.0,170.425
2023-02-23 12:45:00,NSE:ONGC,154.95,155.05,154.9,155.0,245342.0,59.954292908558294,,,,,,,,,-113948.0,154.97500000000002,NSE:DIVISLAB,2897.0,2897.45,2890.55,2891.5,5823.0,29.67007334839769,,,,,,,,,-14122.0,2894.125,NSE:APOLLOHOSP,4461.15,4461.15,4453.85,4459.95,1657.0,27.35803344974044,,,,,,,,,4684.0,4459.025,NSE:COALINDIA,214.55,214.7,214.45,214.45,52159.0,37.350923572563346,,,,,,,,,-224992.0,214.53749999999997,NSE:DRREDDY,4461.0,4462.4,4455.5,4456.35,3708.0,28.91338013943913,,,,,,,,,-11056.0,4458.8125,NSE:RELIANCE,2381.0,2382.6,2377.0,2380.9,48397.0,24.348784826737393,,,,,,,,,-42379.0,2380.375,NSE:NTPC,170.35,170.5,170.3,170.4,55283.0,30.580328292620727,,,,,,,,,-235394.0,170.38750000000002
2023-02-23 12:50:00,NSE:ONGC,155.0,155.05,154.75,154.8,255075.0,51.60652249947057,,,,,,,,,-369023.0,154.9,NSE:DIVISLAB,2891.1,2897.2,2891.1,2894.75,2436.0,38.45206720849133,,,,,,,,,-11686.0,2893.5375,NSE:APOLLOHOSP,4459.95,4466.0,4458.2,4466.0,3577.0,32.33601616074031,,,,,,,,,8261.0,4462.5375,NSE:COALINDIA,214.55,214.65,214.3,214.45,70952.0,37.350923572563346,,,,,,,,,-224992.0,214.4875,NSE:DRREDDY,4456.35,4460.4,4455.0,4458.5,2657.0,32.654879651920425,,,,,,,,,-8399.0,4457.5625,NSE:RELIANCE,2380.9,2386.5,2379.65,2385.5,34286.0,42.0958342896988,,,,,,,,,-8093.0,2383.1375,NSE:NTPC,170.3,170.4,170.0,170.3,441490.0,28.883150279728053,,,,,,,,,-676884.0,170.25
2023-02-23 12:55:00,NSE:ONGC,154.75,154.9,154.75,154.8,145248.0,51.60652249947057,154.67000000000002,,,154.67000000000002,,155.00823069047138,154.67000000000002,154.33176930952865,-369023.0,154.8,NSE:DIVISLAB,2893.5,2896.4,2892.0,2894.25,4096.0,37.67268433536854,2899.7599999999993,,,2899.7599999999993,,2906.295793756171,2899.7599999999993,2893.2242062438277,-15782.0,2894.0375,NSE:APOLLOHOSP,4466.0,4467.4,4452.0,4453.9,4965.0,28.17712838915108,4477.98,,,4477.98,,4519.9102802281195,4477.98,4436.04971977188,3296.0,4459.825,NSE:COALINDIA,214.55,214.7,214.45,214.55,78956.0,40.566480556809445,215.04999999999995,,,215.04999999999995,,215.7943117626787,215.04999999999995,214.30568823732122,-146036.0,214.5625,NSE:DRREDDY,4457.3,4457.7,4456.0,4456.2,1288.0,30.788011980306518,4470.4075,,,4470.4075,,4486.778763695656,4470.4075,4454.036236304344,-9687.0,4456.8,NSE:RELIANCE,2385.8,2386.2,2384.1,2385.25,27614.0,41.525678098333074,2387.5425,,,2387.5425,,2396.4039488094872,2387.5425,2378.681051190513,-35707.0,2385.3374999999996,NSE:NTPC,170.3,170.3,169.85,170.05,184525.0,25.12844720797246,170.99000000000004,,,170.99000000000004,,171.90027468379847,170.99000000000004,170.0797253162016,-861409.0,170.125
